frame_idx,timestamp_sec,track_id,x1,y1,x2,y2,confidence
9,0.15082341269841268,4,342,359,367,439,0.4612732231616974
9,0.15082341269841268,2,0,350,41,522,0.4554736614227295
9,0.15082341269841268,10,42,359,95,489,0.36379268765449524
9,0.15082341269841268,8,257,371,294,475,0.283597856760025
10,0.16758156966490298,1,102,353,161,525,0.825935959815979
10,0.16758156966490298,3,170,364,234,514,0.7808703184127808
10,0.16758156966490298,9,339,359,367,476,0.5667414665222168
10,0.16758156966490298,6,148,372,186,499,0.431519091129303
10,0.16758156966490298,5,227,369,261,502,0.42908886075019836
10,0.16758156966490298,10,42,359,94,489,0.3799474835395813
10,0.16758156966490298,2,0,350,42,522,0.3232085108757019
10,0.16758156966490298,8,257,371,296,481,0.28390777111053467
11,0.18433972663139328,1,102,352,161,525,0.8268769383430481
11,0.18433972663139328,3,170,363,235,514,0.7607998251914978
11,0.18433972663139328,9,339,359,368,477,0.5802516341209412
11,0.18433972663139328,10,42,356,93,487,0.4792453944683075
11,0.18433972663139328,5,227,368,261,502,0.4250407814979553
11,0.18433972663139328,6,147,370,186,491,0.414779931306839
11,0.18433972663139328,2,0,350,43,522,0.3258737325668335
11,0.18433972663139328,8,258,370,305,476,0.2804704010486603
12,0.20109788359788358,1,102,351,162,525,0.8305689096450806
12,0.20109788359788358,3,171,363,234,514,0.7267634868621826
12,0.20109788359788358,9,340,359,368,475,0.5266404747962952
12,0.20109788359788358,6,146,367,186,487,0.4568016231060028
12,0.20109788359788358,10,43,358,93,487,0.43809327483177185
12,0.20109788359788358,5,228,368,261,502,0.40682998299598694
12,0.20109788359788358,2,0,349,42,521,0.3324894905090332
12,0.20109788359788358,4,340,360,368,439,0.2884274423122406
13,0.21785604056437388,1,102,351,163,526,0.8273563981056213
13,0.21785604056437388,3,171,364,236,514,0.7423122525215149
13,0.21785604056437388,10,44,355,92,487,0.513726532459259
13,0.21785604056437388,6,147,365,186,486,0.48549291491508484
13,0.21785604056437388,4,344,360,369,440,0.4696641266345978
13,0.21785604056437388,9,342,359,369,476,0.44668182730674744
13,0.21785604056437388,5,229,368,261,502,0.42788243293762207
13,0.21785604056437388,2,0,349,43,521,0.3794330060482025
13,0.21785604056437388,8,260,371,297,468,0.3501143753528595
14,0.23461419753086418,1,102,352,163,526,0.8190036416053772
14,0.23461419753086418,3,172,363,236,513,0.6223087906837463
14,0.23461419753086418,10,44,354,94,489,0.594775915145874
14,0.23461419753086418,9,341,359,369,476,0.5471593737602234
14,0.23461419753086418,6,150,362,187,489,0.4709290862083435
14,0.23461419753086418,5,229,368,261,502,0.44551268219947815
14,0.23461419753086418,8,261,371,299,470,0.36762306094169617
15,0.25137235449735446,1,101,352,164,526,0.7677546143531799
15,0.25137235449735446,3,174,367,237,514,0.597391664981842
15,0.25137235449735446,10,43,354,96,490,0.5766779184341431
15,0.25137235449735446,9,342,359,370,476,0.5238832235336304
15,0.25137235449735446,5,230,368,262,502,0.4465620815753937
15,0.25137235449735446,6,146,362,187,486,0.43760064244270325
15,0.25137235449735446,8,260,371,297,480,0.3859970271587372
15,0.25137235449735446,4,344,360,371,439,0.3124638497829437
15,0.25137235449735446,2,0,371,44,521,0.26379239559173584
16,0.26813051146384476,1,101,353,163,527,0.7899227738380432
16,0.26813051146384476,3,175,364,237,514,0.6491472721099854
16,0.26813051146384476,9,342,359,371,477,0.5634074807167053
16,0.26813051146384476,6,149,360,188,490,0.5134018659591675
16,0.26813051146384476,10,44,355,95,491,0.494720995426178
16,0.26813051146384476,5,232,368,262,501,0.424832820892334
16,0.26813051146384476,8,262,371,298,467,0.4069807231426239
16,0.26813051146384476,4,344,360,371,440,0.2822175621986389
16,0.26813051146384476,2,0,364,44,522,0.2624330520629883
17,0.28488866843033506,1,103,353,163,527,0.7739322185516357
17,0.28488866843033506,3,177,363,241,514,0.5722928047180176
17,0.28488866843033506,10,45,356,97,491,0.5510513782501221
17,0.28488866843033506,9,343,360,372,477,0.5460538268089294
17,0.28488866843033506,6,149,360,188,491,0.5117032527923584
17,0.28488866843033506,5,233,369,262,501,0.47344711422920227
17,0.28488866843033506,4,345,360,372,440,0.3499375581741333
17,0.28488866843033506,8,263,371,302,463,0.3016801178455353
17,0.28488866843033506,2,0,352,44,523,0.2778385579586029
18,0.30164682539682536,1,104,354,163,528,0.783210277557373
18,0.30164682539682536,3,178,362,241,514,0.6723752617835999
18,0.30164682539682536,9,343,360,372,478,0.5852723121643066
18,0.30164682539682536,6,151,362,189,491,0.5058497190475464
18,0.30164682539682536,5,234,369,263,501,0.46890881657600403
18,0.30164682539682536,10,46,357,92,492,0.347787082195282
18,0.30164682539682536,8,265,372,301,465,0.3083735406398773
18,0.30164682539682536,2,0,350,46,524,0.2812454104423523
18,0.30164682539682536,4,343,363,372,442,0.2638606131076813
19,0.31840498236331566,1,105,354,165,529,0.80546635389328
19,0.31840498236331566,3,180,363,242,515,0.6324817538261414
19,0.31840498236331566,2,0,351,49,525,0.61507648229599
19,0.31840498236331566,9,343,359,374,478,0.557960569858551
19,0.31840498236331566,6,151,363,192,492,0.46241113543510437
19,0.31840498236331566,10,48,358,93,491,0.4123087525367737
19,0.31840498236331566,5,235,369,264,501,0.3509809672832489
19,0.31840498236331566,4,345,359,373,441,0.3253335952758789
20,0.33516313932980596,1,105,355,167,530,0.8150076270103455
20,0.33516313932980596,2,0,351,50,526,0.5528100728988647
20,0.33516313932980596,9,344,359,375,477,0.5499369502067566
20,0.33516313932980596,3,181,367,242,516,0.5482705235481262
20,0.33516313932980596,10,49,359,95,490,0.5041946768760681
20,0.33516313932980596,6,154,363,194,495,0.45086535811424255
20,0.33516313932980596,4,346,359,375,441,0.37744051218032837
20,0.33516313932980596,8,267,372,316,464,0.3758668899536133
20,0.33516313932980596,5,237,369,266,501,0.28616946935653687
21,0.35192129629629626,1,108,355,168,530,0.819037139415741
21,0.35192129629629626,2,0,351,51,527,0.5772780179977417
21,0.35192129629629626,3,182,366,244,516,0.5390985608100891
21,0.35192129629629626,6,154,363,194,494,0.5061381459236145
21,0.35192129629629626,4,350,359,377,441,0.48446470499038696
21,0.35192129629629626,10,50,359,97,491,0.44475823640823364
21,0.35192129629629626,5,239,368,271,500,0.4330773949623108
21,0.35192129629629626,9,347,359,377,477,0.4309048056602478
21,0.35192129629629626,8,270,372,317,464,0.41125619411468506
22,0.36867945326278656,1,110,354,167,530,0.8062676191329956
22,0.36867945326278656,2,0,352,52,529,0.6474294066429138
22,0.36867945326278656,3,184,363,247,515,0.6426311135292053
22,0.36867945326278656,5,239,368,270,501,0.497624933719635
22,0.36867945326278656,6,156,364,194,492,0.4711688756942749
22,0.36867945326278656,4,350,359,379,440,0.4236072897911072
22,0.36867945326278656,8,271,372,318,471,0.4114260971546173
22,0.36867945326278656,10,52,360,98,489,0.38863605260849
22,0.36867945326278656,9,348,359,379,477,0.35529717803001404
23,0.38543761022927686,1,112,353,167,530,0.8261865377426147
23,0.38543761022927686,2,0,352,53,529,0.6872885823249817
23,0.38543761022927686,3,188,364,248,516,0.6076614260673523
23,0.38543761022927686,6,158,363,195,491,0.5124407410621643
23,0.38543761022927686,4,351,359,382,441,0.48040997982025146
23,0.38543761022927686,9,350,359,382,477,0.47373348474502563
23,0.38543761022927686,8,271,372,317,478,0.3955991268157959
23,0.38543761022927686,10,54,363,101,489,0.37316861748695374
23,0.38543761022927686,5,232,368,271,503,0.3728525936603546
24,0.40219576719576716,1,114,356,169,531,0.8346382975578308
24,0.40219576719576716,2,0,352,56,529,0.7248870730400085
24,0.40219576719576716,3,188,363,251,516,0.5992692708969116
24,0.40219576719576716,6,159,363,197,491,0.5079525709152222
24,0.40219576719576716,9,352,359,384,477,0.5038405060768127
24,0.40219576719576716,4,355,359,384,441,0.4709453284740448
24,0.40219576719576716,8,275,373,317,469,0.3415672183036804
24,0.40219576719576716,5,233,369,271,503,0.3205077052116394
25,0.41895392416225746,1,116,358,171,531,0.8431861996650696
25,0.41895392416225746,2,0,353,59,530,0.7924054265022278
25,0.41895392416225746,9,356,359,386,477,0.6368011236190796
25,0.41895392416225746,5,247,370,277,504,0.5096807479858398
25,0.41895392416225746,6,164,366,200,492,0.4925999045372009
25,0.41895392416225746,10,62,379,104,486,0.49128425121307373
25,0.41895392416225746,3,192,366,249,517,0.4671606719493866
25,0.41895392416225746,4,358,359,386,441,0.4579102396965027
25,0.41895392416225746,8,280,374,315,470,0.3799317181110382
26,0.43571208112874776,1,118,360,174,531,0.839874267578125
26,0.43571208112874776,2,1,354,61,529,0.7723630666732788
26,0.43571208112874776,6,168,366,201,494,0.5768576264381409
26,0.43571208112874776,4,362,359,390,442,0.542557418346405
26,0.43571208112874776,5,250,371,280,500,0.5138759613037109
26,0.43571208112874776,10,63,375,105,489,0.5051469802856445
26,0.43571208112874776,8,281,375,321,458,0.47871679067611694
26,0.43571208112874776,9,361,360,390,478,0.36996763944625854
26,0.43571208112874776,3,202,384,255,517,0.3619864881038666
27,0.45247023809523806,1,123,362,177,531,0.8396739363670349
27,0.45247023809523806,2,3,357,65,530,0.74297696352005
27,0.45247023809523806,6,169,369,203,495,0.6406383514404297
27,0.45247023809523806,4,368,360,393,442,0.5870404243469238
27,0.45247023809523806,3,194,365,253,517,0.5295189619064331
27,0.45247023809523806,5,250,372,283,506,0.5280880928039551
27,0.45247023809523806,10,66,382,108,489,0.47308388352394104
27,0.45247023809523806,9,367,360,393,478,0.4627019166946411
27,0.45247023809523806,8,284,377,324,461,0.4552037715911865
28,0.46922839506172836,1,128,364,180,532,0.8041773438453674
28,0.46922839506172836,2,9,356,67,527,0.7038367390632629
28,0.46922839506172836,6,172,370,206,497,0.6532015800476074
28,0.46922839506172836,3,197,363,257,520,0.6243106126785278
28,0.46922839506172836,8,287,377,330,461,0.5028761625289917
28,0.46922839506172836,9,369,361,397,479,0.49483177065849304
28,0.46922839506172836,4,371,361,397,443,0.4811844527721405
28,0.46922839506172836,10,70,382,111,490,0.36585110425949097
28,0.46922839506172836,5,255,374,287,506,0.2899664640426636
29,0.48598655202821867,1,129,361,184,532,0.810065746307373
29,0.48598655202821867,9,374,361,402,481,0.6320522427558899
29,0.48598655202821867,2,10,359,70,526,0.6129056811332703
29,0.48598655202821867,8,295,378,333,462,0.5613677501678467
29,0.48598655202821867,10,74,383,113,492,0.543446958065033
29,0.48598655202821867,3,201,364,259,519,0.4960532784461975
29,0.48598655202821867,6,174,372,212,498,0.4746764898300171
29,0.48598655202821867,5,256,375,290,504,0.41242510080337524
30,0.5027447089947089,1,135,363,187,533,0.7995641231536865
30,0.5027447089947089,9,378,362,407,482,0.6751001477241516
30,0.5027447089947089,2,9,360,75,533,0.6587594151496887
30,0.5027447089947089,6,178,375,215,497,0.6086856722831726
30,0.5027447089947089,10,78,383,118,493,0.5929528474807739
30,0.5027447089947089,3,204,364,262,519,0.5791316032409668
30,0.5027447089947089,8,299,378,338,468,0.38202086091041565
30,0.5027447089947089,5,260,382,293,504,0.3460139334201813
31,0.5195028659611992,1,138,364,193,534,0.8276296257972717
31,0.5195028659611992,2,17,360,78,535,0.6786420345306396
31,0.5195028659611992,3,209,365,267,523,0.6275749206542969
31,0.5195028659611992,10,83,387,123,493,0.5889298319816589
31,0.5195028659611992,9,384,362,411,482,0.5802820920944214
31,0.5195028659611992,5,263,376,300,508,0.4901180565357208
31,0.5195028659611992,6,181,369,219,498,0.4770737886428833
31,0.5195028659611992,8,306,378,345,466,0.4075375497341156
32,0.5362610229276895,1,144,364,198,535,0.7943574786186218
32,0.5362610229276895,2,21,362,83,536,0.6944172978401184
32,0.5362610229276895,6,187,371,222,498,0.6413866877555847
32,0.5362610229276895,10,87,386,125,494,0.5617275834083557
32,0.5362610229276895,9,386,362,416,482,0.5419006943702698
32,0.5362610229276895,8,307,378,348,471,0.4827398955821991
32,0.5362610229276895,5,268,380,304,507,0.4631970524787903
32,0.5362610229276895,3,214,365,276,521,0.46304723620414734
32,0.5362610229276895,4,387,363,416,445,0.4591726064682007
33,0.5530191798941798,1,149,363,204,535,0.7821645140647888
33,0.5530191798941798,2,29,363,88,534,0.6592862010002136
33,0.5530191798941798,9,394,362,423,482,0.618643581867218
33,0.5530191798941798,8,316,377,358,468,0.5007960796356201
33,0.5530191798941798,3,217,366,284,520,0.49317795038223267
33,0.5530191798941798,10,91,387,129,494,0.4881930649280548
33,0.5530191798941798,5,273,378,309,507,0.35140809416770935
33,0.5530191798941798,6,192,370,228,501,0.34402352571487427
34,0.5697773368606701,1,156,362,211,536,0.8002945780754089
34,0.5697773368606701,3,223,368,288,522,0.7117659449577332
34,0.5697773368606701,9,400,363,429,483,0.6603661179542542
34,0.5697773368606701,2,37,363,97,528,0.608768105506897
34,0.5697773368606701,5,279,381,315,508,0.5120575428009033
34,0.5697773368606701,10,98,386,136,494,0.49966174364089966
34,0.5697773368606701,4,402,363,429,445,0.437876433134079
34,0.5697773368606701,6,197,369,234,499,0.41140347719192505
34,0.5697773368606701,8,318,377,362,470,0.4067067801952362
35,0.5865354938271604,1,159,363,218,538,0.7956326603889465
35,0.5865354938271604,3,229,370,291,524,0.7091148495674133
35,0.5865354938271604,2,45,363,104,531,0.6086275577545166
35,0.5865354938271604,9,406,363,437,484,0.5609291791915894
35,0.5865354938271604,5,285,377,323,510,0.5410816073417664
35,0.5865354938271604,4,408,364,436,446,0.45866337418556213
35,0.5865354938271604,8,325,377,370,469,0.4544084072113037
35,0.5865354938271604,10,104,386,141,495,0.425889253616333
35,0.5865354938271604,6,204,392,242,500,0.3885191082954407
36,0.6032936507936507,1,169,365,224,536,0.7885519862174988
36,0.6032936507936507,3,236,370,299,523,0.6753197908401489
36,0.6032936507936507,9,416,364,445,484,0.6269649267196655
36,0.6032936507936507,2,50,363,110,536,0.6174582839012146
36,0.6032936507936507,10,110,388,146,496,0.4500496983528137
36,0.6032936507936507,8,334,378,380,468,0.4313410520553589
36,0.6032936507936507,6,209,372,246,502,0.41727086901664734
36,0.6032936507936507,5,294,378,329,510,0.3821239471435547
37,0.620051807760141,1,174,364,230,538,0.7809500694274902
37,0.620051807760141,2,59,364,120,535,0.6370605826377869
37,0.620051807760141,9,422,365,451,485,0.5833346843719482
37,0.620051807760141,3,245,372,306,524,0.570823073387146
37,0.620051807760141,8,341,377,385,474,0.4907938838005066
37,0.620051807760141,10,120,387,154,487,0.3780141770839691
37,0.620051807760141,6,217,389,254,502,0.3710244596004486
37,0.620051807760141,5,302,386,335,510,0.3284618556499481
38,0.6368099647266313,1,178,364,238,538,0.7820422053337097
38,0.6368099647266313,3,249,371,313,522,0.6659190058708191
38,0.6368099647266313,2,69,365,127,521,0.6586488485336304
38,0.6368099647266313,9,431,365,459,448,0.5592100620269775
38,0.6368099647266313,10,126,388,161,496,0.5226116180419922
38,0.6368099647266313,5,305,377,343,514,0.4708395302295685
38,0.6368099647266313,8,343,378,392,470,0.4204813539981842
39,0.6535681216931216,1,187,365,243,539,0.7113960981369019
39,0.6535681216931216,3,251,372,320,525,0.6371063590049744
39,0.6535681216931216,2,74,364,144,535,0.6304726004600525
39,0.6535681216931216,9,436,364,468,486,0.5264924168586731
39,0.6535681216931216,5,314,380,349,511,0.385501891374588
39,0.6535681216931216,8,351,379,401,472,0.3687838017940521
39,0.6535681216931216,10,132,388,169,491,0.2741762697696686
40,0.6703262786596119,1,193,366,251,539,0.7309375405311584
40,0.6703262786596119,2,83,366,144,524,0.5832774639129639
40,0.6703262786596119,3,260,372,326,524,0.5786848664283752
40,0.6703262786596119,9,447,364,473,487,0.4535291790962219
40,0.6703262786596119,10,138,389,173,496,0.4081854522228241
40,0.6703262786596119,8,361,379,408,465,0.3012166917324066
41,0.6870844356261022,1,200,367,254,539,0.7218255400657654
41,0.6870844356261022,2,92,367,153,520,0.6279816031455994
41,0.6870844356261022,3,267,371,333,523,0.6180279850959778
41,0.6870844356261022,8,371,381,413,473,0.44911885261535645
41,0.6870844356261022,5,325,378,364,516,0.3901384174823761
41,0.6870844356261022,9,456,366,478,486,0.3332677185535431
41,0.6870844356261022,10,143,392,179,496,0.3045649826526642
42,0.7038425925925925,1,208,366,263,540,0.6778236031532288
42,0.7038425925925925,2,97,368,159,520,0.6509817242622375
42,0.7038425925925925,3,272,373,342,525,0.5929173827171326
43,0.7206007495590828,1,215,367,268,539,0.6668483018875122
43,0.7206007495590828,2,105,367,167,521,0.6358371376991272
43,0.7206007495590828,3,281,376,346,519,0.4259978234767914
43,0.7206007495590828,10,156,395,191,499,0.3311904966831207
44,0.7373589065255731,1,222,371,273,540,0.7493818402290344
44,0.7373589065255731,2,113,368,178,523,0.743885338306427
44,0.7373589065255731,3,287,375,353,524,0.6412689089775085
44,0.7373589065255731,8,393,383,436,474,0.4235638678073883
44,0.7373589065255731,10,166,399,197,499,0.30539971590042114
45,0.7541170634920634,20,0,371,60,543,0.7698923349380493
45,0.7541170634920634,1,228,371,281,541,0.7186299562454224
45,0.7541170634920634,2,119,369,186,525,0.6634957790374756
45,0.7541170634920634,3,293,377,359,524,0.6181716918945312
45,0.7541170634920634,8,401,383,446,471,0.41903600096702576
45,0.7541170634920634,10,172,395,205,502,0.3319256901741028
46,0.7708752204585537,1,236,374,289,541,0.7017107009887695
46,0.7708752204585537,20,0,372,68,544,0.6063318848609924
46,0.7708752204585537,3,302,381,368,520,0.5790773630142212
46,0.7708752204585537,2,126,368,202,534,0.48977479338645935
46,0.7708752204585537,8,411,383,457,473,0.36619332432746887
46,0.7708752204585537,10,180,403,214,502,0.31667056679725647
47,0.787633377425044,1,250,372,299,542,0.6705332398414612
47,0.787633377425044,2,137,370,206,527,0.5453547239303589
47,0.787633377425044,3,309,377,376,520,0.4404659867286682
47,0.787633377425044,10,190,392,222,502,0.41816097497940063
47,0.787633377425044,20,8,372,72,520,0.3854873776435852
48,0.8043915343915343,1,255,375,304,542,0.6493664979934692
48,0.8043915343915343,2,146,370,218,530,0.6043142080307007
48,0.8043915343915343,20,4,374,80,543,0.5177847743034363
48,0.8043915343915343,3,319,379,377,523,0.4682580530643463
48,0.8043915343915343,10,198,393,229,503,0.2588377892971039
49,0.8211496913580246,3,325,380,395,526,0.6252094507217407
49,0.8211496913580246,1,258,374,314,543,0.6038740873336792
49,0.8211496913580246,2,155,372,228,533,0.5360071659088135
49,0.8211496913580246,20,26,374,87,503,0.36488136649131775
49,0.8211496913580246,8,435,385,477,492,0.3184150159358978
49,0.8211496913580246,10,208,403,240,504,0.2973141670227051
50,0.8379078483245149,1,259,378,318,544,0.642418384552002
50,0.8379078483245149,3,333,382,399,531,0.5324334502220154
50,0.8379078483245149,2,163,372,240,532,0.5108681917190552
50,0.8379078483245149,10,215,400,251,505,0.2580336034297943
51,0.8546660052910052,1,264,380,329,544,0.6690403819084167
51,0.8546660052910052,20,43,374,104,545,0.6210048198699951
51,0.8546660052910052,28,130,394,183,536,0.6115404367446899
51,0.8546660052910052,10,225,395,261,505,0.37844446301460266
51,0.8546660052910052,3,341,383,405,534,0.3636475205421448
51,0.8546660052910052,2,173,372,242,529,0.3113386631011963
52,0.8714241622574955,2,163,374,258,545,0.6546037197113037
52,0.8714241622574955,1,290,376,339,544,0.6357523798942566
52,0.8714241622574955,28,140,398,192,537,0.5897385478019714
52,0.8714241622574955,20,52,375,114,547,0.5807318687438965
52,0.8714241622574955,30,420,384,459,518,0.5384628176689148
52,0.8714241622574955,10,234,393,270,505,0.42685940861701965
52,0.8714241622574955,3,349,383,412,534,0.31288570165634155
53,0.8881823192239858,20,63,374,123,547,0.7132594585418701
53,0.8881823192239858,1,299,379,347,544,0.6776650547981262
53,0.8881823192239858,2,176,375,269,546,0.6173382997512817
53,0.8881823192239858,28,149,384,203,538,0.534225344657898
53,0.8881823192239858,31,25,365,67,438,0.5095228552818298
53,0.8881823192239858,10,244,394,286,508,0.4453316926956177
53,0.8881823192239858,30,429,385,470,520,0.3716995120048523
53,0.8881823192239858,3,357,389,424,535,0.3159586191177368
54,0.9049404761904761,1,290,378,356,544,0.7099093794822693
54,0.9049404761904761,20,70,375,131,550,0.5839565992355347
54,0.9049404761904761,31,34,365,77,439,0.4997774064540863
54,0.9049404761904761,2,185,380,279,549,0.43083468079566956
54,0.9049404761904761,3,366,397,433,539,0.40210944414138794
54,0.9049404761904761,30,439,384,477,521,0.34909141063690186
54,0.9049404761904761,28,156,384,209,539,0.3348049223423004
55,0.9216986331569664,3,376,382,453,539,0.5601061582565308
55,0.9216986331569664,1,315,379,365,545,0.536666214466095
55,0.9216986331569664,20,79,376,143,550,0.5024755597114563
55,0.9216986331569664,28,165,406,222,539,0.42289572954177856
55,0.9216986331569664,31,42,366,86,443,0.39596980810165405
55,0.9216986331569664,2,204,377,280,534,0.35628893971443176
56,0.9384567901234567,20,87,376,149,545,0.5678383111953735
56,0.9384567901234567,28,176,382,230,540,0.47541967034339905
56,0.9384567901234567,1,319,380,375,542,0.45359593629837036
56,0.9384567901234567,31,47,368,95,442,0.4435461759567261
56,0.9384567901234567,2,210,381,292,538,0.35745346546173096
56,0.9384567901234567,3,383,389,454,539,0.2734670042991638
57,0.955214947089947,3,395,380,472,543,0.6080790758132935
57,0.955214947089947,1,330,378,387,541,0.5112976431846619
57,0.955214947089947,31,60,369,105,443,0.4666513502597809
57,0.955214947089947,20,99,377,162,530,0.3979928195476532
57,0.955214947089947,28,187,386,240,541,0.3787909746170044
57,0.955214947089947,2,230,379,300,534,0.34719914197921753
58,0.9719731040564373,1,333,377,397,545,0.6298449635505676
58,0.9719731040564373,20,110,380,173,550,0.5578844547271729
58,0.9719731040564373,35,2,420,127,566,0.45718321204185486
58,0.9719731040564373,28,197,390,253,543,0.45404526591300964
58,0.9719731040564373,3,405,381,477,536,0.41938838362693787
58,0.9719731040564373,2,240,384,310,536,0.39782431721687317
58,0.9719731040564373,31,68,371,118,449,0.38460224866867065
59,0.9887312610229276,1,342,377,408,545,0.6365610361099243
59,0.9887312610229276,28,209,405,268,545,0.4387056231498718
59,0.9887312610229276,2,241,382,323,550,0.4364277422428131
59,0.9887312610229276,31,78,371,128,450,0.42945045232772827
59,0.9887312610229276,20,119,380,181,527,0.42816662788391113
59,0.9887312610229276,35,8,415,129,564,0.40088146924972534
59,0.9887312610229276,3,415,387,477,541,0.250114768743515
60,1.0054894179894178,35,14,412,150,568,0.6791356205940247
60,1.0054894179894178,1,359,376,417,547,0.6029253005981445
60,1.0054894179894178,20,129,383,191,551,0.47954633831977844
60,1.0054894179894178,28,219,405,276,545,0.3898162841796875
60,1.0054894179894178,2,268,385,331,533,0.36296364665031433
60,1.0054894179894178,31,88,371,138,453,0.34534186124801636
61,1.0222475749559081,1,361,375,427,550,0.6470479369163513
61,1.0222475749559081,31,92,372,150,463,0.4812309443950653
